stimulus,button_pressed,trial_type,trial_index,time_elapsed,internal_node_id,condition,pointvals_firsthalf,subjID,gender,age,dob,dot,language,turkID,animation_sequence,responses,key_press,earnedThis,earnedCumulative,posttest
sound/3star.wav,,audio-keyboard-response,73,167748,0.0-6.0-1.33,dynamic,"2,1,3,6",I044,,,,,,C152995,,,null,3,112,
,3,html-button-response,74,168832,0.0-6.0-0.34,dynamic,"2,1,3,6",I044,,,,,,C152995,,,,,,
sound/6star.wav,,audio-keyboard-response,75,170335,0.0-6.0-1.34,dynamic,"2,1,3,6",I044,,,,,,C152995,,,null,6,118,
,0,html-button-response,76,171541,0.0-6.0-0.35,dynamic,"2,1,3,6",I044,,,,,,C152995,,,,,,
sound/2star.wav,,audio-keyboard-response,77,173044,0.0-6.0-1.35,dynamic,"2,1,3,6",I044,,,,,,C152995,,,null,2,120,
,3,html-button-response,78,174024,0.0-6.0-0.36,dynamic,"2,1,3,6",I044,,,,,,C152995,,,,,,
sound/6star.wav,,audio-keyboard-response,79,175527,0.0-6.0-1.36,dynamic,"2,1,3,6",I044,,,,,,C152995,,,null,6,126,
,2,html-button-response,80,176685,0.0-6.0-0.37,dynamic,"2,1,3,6",I044,,,,,,C152995,,,,,,
sound/3star.wav,,audio-keyboard-response,81,178188,0.0-6.0-1.37,dynamic,"2,1,3,6",I044,,,,,,C152995,,,null,3,129,
,3,html-button-response,82,179187,0.0-6.0-0.38,dynamic,"2,1,3,6",I044,,,,,,C152995,,,,,,
sound/6star.wav,,audio-keyboard-response,83,180690,0.0-6.0-1.38,dynamic,"2,1,3,6",I044,,,,,,C152995,,,null,6,135,
,2,html-button-response,84,181922,0.0-6.0-0.39,dynamic,"2,1,3,6",I044,,,,,,C152995,,,,,,
sound/3star.wav,,audio-keyboard-response,85,183429,0.0-6.0-1.39,dynamic,"2,1,3,6",I044,,,,,,C152995,,,null,3,138,
,3,html-button-response,86,184449,0.0-7.0-0.0,dynamic,"2,1,3,6",I044,,,,,,C152995,,,,,,
sound/6star.wav,,audio-keyboard-response,87,185953,0.0-7.0-1.0,dynamic,"2,1,3,6",I044,,,,,,C152995,,,null,6,144,
,2,html-button-response,88,187068,0.0-7.0-0.1,dynamic,"2,1,3,6",I044,,,,,,C152995,,,,,,
sound/3star.wav,,audio-keyboard-response,89,188571,0.0-7.0-1.1,dynamic,"2,1,3,6",I044,,,,,,C152995,,,null,3,147,
,3,html-button-response,90,189683,0.0-7.0-0.2,dynamic,"2,1,3,6",I044,,,,,,C152995,,,,,,
sound/6star.wav,,audio-keyboard-response,91,191187,0.0-7.0-1.2,dynamic,"2,1,3,6",I044,,,,,,C152995,,,null,6,153,
,0,html-button-response,92,192362,0.0-7.0-0.3,dynamic,"2,1,3,6",I044,,,,,,C152995,,,,,,
sound/2star.wav,,audio-keyboard-response,93,193865,0.0-7.0-1.3,dynamic,"2,1,3,6",I044,,,,,,C152995,,,null,2,155,
,1,html-button-response,94,194943,0.0-7.0-0.4,dynamic,"2,1,3,6",I044,,,,,,C152995,,,,,,
sound/8star.wav,,audio-keyboard-response,95,196449,0.0-7.0-1.4,dynamic,"2,1,3,6",I044,,,,,,C152995,,,null,8,163,
,3,html-button-response,96,198066,0.0-7.0-0.5,dynamic,"2,1,3,6",I044,,,,,,C152995,,,,,,
sound/6star.wav,,audio-keyboard-response,97,199569,0.0-7.0-1.5,dynamic,"2,1,3,6",I044,,,,,,C152995,,,null,6,169,
,2,html-button-response,98,200707,0.0-7.0-0.6,dynamic,"2,1,3,6",I044,,,,,,C152995,,,,,,
sound/3star.wav,,audio-keyboard-response,99,202210,0.0-7.0-1.6,dynamic,"2,1,3,6",I044,,,,,,C152995,,,null,3,172,
,2,html-button-response,100,203304,0.0-7.0-0.7,dynamic,"2,1,3,6",I044,,,,,,C152995,,,,,,
sound/3star.wav,,audio-keyboard-response,101,204810,0.0-7.0-1.7,dynamic,"2,1,3,6",I044,,,,,,C152995,,,null,3,175,
,1,html-button-response,102,205851,0.0-7.0-0.8,dynamic,"2,1,3,6",I044,,,,,,C152995,,,,,,
sound/8star.wav,,audio-keyboard-response,103,207355,0.0-7.0-1.8,dynamic,"2,1,3,6",I044,,,,,,C152995,,,null,8,183,
,0,html-button-response,104,208841,0.0-7.0-0.9,dynamic,"2,1,3,6",I044,,,,,,C152995,,,,,,
sound/2star.wav,,audio-keyboard-response,105,210344,0.0-7.0-1.9,dynamic,"2,1,3,6",I044,,,,,,C152995,,,null,2,185,
,2,html-button-response,106,211456,0.0-7.0-0.10,dynamic,"2,1,3,6",I044,,,,,,C152995,,,,,,
sound/3star.wav,,audio-keyboard-response,107,212959,0.0-7.0-1.10,dynamic,"2,1,3,6",I044,,,,,,C152995,,,null,3,188,
,1,html-button-response,108,216181,0.0-7.0-0.11,dynamic,"2,1,3,6",I044,,,,,,C152995,,,,,,
sound/8star.wav,,audio-keyboard-response,109,217684,0.0-7.0-1.11,dynamic,"2,1,3,6",I044,,,,,,C152995,,,null,8,196,
,0,html-button-response,110,218933,0.0-7.0-0.12,dynamic,"2,1,3,6",I044,,,,,,C152995,,,,,,
sound/2star.wav,,audio-keyboard-response,111,220436,0.0-7.0-1.12,dynamic,"2,1,3,6",I044,,,,,,C152995,,,null,2,198,
,3,html-button-response,112,221519,0.0-7.0-0.13,dynamic,"2,1,3,6",I044,,,,,,C152995,,,,,,
sound/6star.wav,,audio-keyboard-response,113,223022,0.0-7.0-1.13,dynamic,"2,1,3,6",I044,,,,,,C152995,,,null,6,204,
,2,html-button-response,114,224228,0.0-7.0-0.14,dynamic,"2,1,3,6",I044,,,,,,C152995,,,,,,
sound/3star.wav,,audio-keyboard-response,115,225731,0.0-7.0-1.14,dynamic,"2,1,3,6",I044,,,,,,C152995,,,null,3,207,
,1,html-button-response,116,226950,0.0-7.0-0.15,dynamic,"2,1,3,6",I044,,,,,,C152995,,,,,,
sound/8star.wav,,audio-keyboard-response,117,228454,0.0-7.0-1.15,dynamic,"2,1,3,6",I044,,,,,,C152995,,,null,8,215,
,0,html-button-response,118,229890,0.0-7.0-0.16,dynamic,"2,1,3,6",I044,,,,,,C152995,,,,,,
sound/2star.wav,,audio-keyboard-response,119,231393,0.0-7.0-1.16,dynamic,"2,1,3,6",I044,,,,,,C152995,,,null,2,217,
,2,html-button-response,120,232549,0.0-7.0-0.17,dynamic,"2,1,3,6",I044,,,,,,C152995,,,,,,
sound/3star.wav,,audio-keyboard-response,121,234052,0.0-7.0-1.17,dynamic,"2,1,3,6",I044,,,,,,C152995,,,null,3,220,
,1,html-button-response,122,235167,0.0-7.0-0.18,dynamic,"2,1,3,6",I044,,,,,,C152995,,,,,,
sound/8star.wav,,audio-keyboard-response,123,236672,0.0-7.0-1.18,dynamic,"2,1,3,6",I044,,,,,,C152995,,,null,8,228,
,3,html-button-response,124,239531,0.0-7.0-0.19,dynamic,"2,1,3,6",I044,,,,,,C152995,,,,,,
sound/6star.wav,,audio-keyboard-response,125,241041,0.0-7.0-1.19,dynamic,"2,1,3,6",I044,,,,,,C152995,,,null,6,234,
,2,html-button-response,126,242209,0.0-7.0-0.20,dynamic,"2,1,3,6",I044,,,,,,C152995,,,,,,
sound/3star.wav,,audio-keyboard-response,127,243712,0.0-7.0-1.20,dynamic,"2,1,3,6",I044,,,,,,C152995,,,null,3,237,
,1,html-button-response,128,244870,0.0-7.0-0.21,dynamic,"2,1,3,6",I044,,,,,,C152995,,,,,,
sound/8star.wav,,audio-keyboard-response,129,246373,0.0-7.0-1.21,dynamic,"2,1,3,6",I044,,,,,,C152995,,,null,8,245,
,1,html-button-response,130,248037,0.0-7.0-0.22,dynamic,"2,1,3,6",I044,,,,,,C152995,,,,,,
sound/8star.wav,,audio-keyboard-response,131,249541,0.0-7.0-1.22,dynamic,"2,1,3,6",I044,,,,,,C152995,,,null,8,253,
,0,html-button-response,132,250831,0.0-7.0-0.23,dynamic,"2,1,3,6",I044,,,,,,C152995,,,,,,
sound/2star.wav,,audio-keyboard-response,133,252333,0.0-7.0-1.23,dynamic,"2,1,3,6",I044,,,,,,C152995,,,null,2,255,
,2,html-button-response,134,253415,0.0-7.0-0.24,dynamic,"2,1,3,6",I044,,,,,,C152995,,,,,,
sound/3star.wav,,audio-keyboard-response,135,254917,0.0-7.0-1.24,dynamic,"2,1,3,6",I044,,,,,,C152995,,,null,3,258,
,3,html-button-response,136,255944,0.0-7.0-0.25,dynamic,"2,1,3,6",I044,,,,,,C152995,,,,,,
sound/6star.wav,,audio-keyboard-response,137,257446,0.0-7.0-1.25,dynamic,"2,1,3,6",I044,,,,,,C152995,,,null,6,264,
,0,html-button-response,138,258595,0.0-7.0-0.26,dynamic,"2,1,3,6",I044,,,,,,C152995,,,,,,
sound/2star.wav,,audio-keyboard-response,139,260100,0.0-7.0-1.26,dynamic,"2,1,3,6",I044,,,,,,C152995,,,null,2,266,
,1,html-button-response,140,261192,0.0-7.0-0.27,dynamic,"2,1,3,6",I044,,,,,,C152995,,,,,,
sound/8star.wav,,audio-keyboard-response,141,262696,0.0-7.0-1.27,dynamic,"2,1,3,6",I044,,,,,,C152995,,,null,8,274,
,0,html-button-response,142,264040,0.0-7.0-0.28,dynamic,"2,1,3,6",I044,,,,,,C152995,,,,,,
sound/2star.wav,,audio-keyboard-response,143,265544,0.0-7.0-1.28,dynamic,"2,1,3,6",I044,,,,,,C152995,,,null,2,276,
,1,html-button-response,144,266657,0.0-7.0-0.29,dynamic,"2,1,3,6",I044,,,,,,C152995,,,,,,
sound/8star.wav,,audio-keyboard-response,145,268162,0.0-7.0-1.29,dynamic,"2,1,3,6",I044,,,,,,C152995,,,null,8,284,
,3,html-button-response,146,273525,0.0-7.0-0.30,dynamic,"2,1,3,6",I044,,,,,,C152995,,,,,,
sound/6star.wav,,audio-keyboard-response,147,275032,0.0-7.0-1.30,dynamic,"2,1,3,6",I044,,,,,,C152995,,,null,6,290,
,2,html-button-response,148,276332,0.0-7.0-0.31,dynamic,"2,1,3,6",I044,,,,,,C152995,,,,,,
sound/3star.wav,,audio-keyboard-response,149,277835,0.0-7.0-1.31,dynamic,"2,1,3,6",I044,,,,,,C152995,,,null,3,293,
,1,html-button-response,150,278899,0.0-7.0-0.32,dynamic,"2,1,3,6",I044,,,,,,C152995,,,,,,
sound/8star.wav,,audio-keyboard-response,151,280403,0.0-7.0-1.32,dynamic,"2,1,3,6",I044,,,,,,C152995,,,null,8,301,
,0,html-button-response,152,281740,0.0-7.0-0.33,dynamic,"2,1,3,6",I044,,,,,,C152995,,,,,,
sound/2star.wav,,audio-keyboard-response,153,283243,0.0-7.0-1.33,dynamic,"2,1,3,6",I044,,,,,,C152995,,,null,2,303,
,1,html-button-response,154,284432,0.0-7.0-0.34,dynamic,"2,1,3,6",I044,,,,,,C152995,,,,,,
sound/8star.wav,,audio-keyboard-response,155,285935,0.0-7.0-1.34,dynamic,"2,1,3,6",I044,,,,,,C152995,,,null,8,311,
,0,html-button-response,156,287559,0.0-7.0-0.35,dynamic,"2,1,3,6",I044,,,,,,C152995,,,,,,
sound/2star.wav,,audio-keyboard-response,157,289062,0.0-7.0-1.35,dynamic,"2,1,3,6",I044,,,,,,C152995,,,null,2,313,
,3,html-button-response,158,290093,0.0-7.0-0.36,dynamic,"2,1,3,6",I044,,,,,,C152995,,,,,,
sound/6star.wav,,audio-keyboard-response,159,291597,0.0-7.0-1.36,dynamic,"2,1,3,6",I044,,,,,,C152995,,,null,6,319,
,2,html-button-response,160,292738,0.0-7.0-0.37,dynamic,"2,1,3,6",I044,,,,,,C152995,,,,,,
sound/3star.wav,,audio-keyboard-response,161,294242,0.0-7.0-1.37,dynamic,"2,1,3,6",I044,,,,,,C152995,,,null,3,322,
,1,html-button-response,162,295281,0.0-7.0-0.38,dynamic,"2,1,3,6",I044,,,,,,C152995,,,,,,
sound/8star.wav,,audio-keyboard-response,163,296785,0.0-7.0-1.38,dynamic,"2,1,3,6",I044,,,,,,C152995,,,null,8,330,
,0,html-button-response,164,298275,0.0-7.0-0.39,dynamic,"2,1,3,6",I044,,,,,,C152995,,,,,,
sound/2star.wav,,audio-keyboard-response,165,299779,0.0-7.0-1.39,dynamic,"2,1,3,6",I044,,,,,,C152995,,,null,2,332,
sound/celebration.wav,0,audio-button-response,166,312236,0.0-8.0,dynamic,"2,1,3,6",I044,,,,,,C152995,,,,,,
"Which, if any, of these monsters ever gave you <b>1 star</b>?</p>",1,html-button-response,167,325642,0.0-9.0-0.0,dynamic,"2,1,3,6",I044,,,,,,C152995,,,,,,correct
"Which, if any, of these monsters ever gave you <b>2 stars</b>?</p>",0,html-button-response,168,330926,0.0-10.0-0.0,dynamic,"2,1,3,6",I044,,,,,,C152995,,,,,,correct
"Which, if any, of these monsters ever gave you <b>3 stars</b>?</p>",2,html-button-response,169,336519,0.0-11.0-0.0,dynamic,"2,1,3,6",I044,,,,,,C152995,,,,,,correct
"Which, if any, of these monsters ever gave you <b>6 stars</b>?</p>",3,html-button-response,170,341579,0.0-12.0-0.0,dynamic,"2,1,3,6",I044,,,,,,C152995,,,,,,correct
"Which, if any, of these monsters ever gave you <b>8 stars</b>?</p>",1,html-button-response,171,352100,0.0-13.0-0.0,dynamic,"2,1,3,6",I044,,,,,,C152995,,,,,,correct
Which monster did you like the most?</p>,0,html-button-response,172,359430,0.0-14.0-0.0,dynamic,"2,1,3,6",I044,,,,,,C152995,,,,,,
,,survey-text,173,382197,0.0-15.0,dynamic,"2,1,3,6",I044,,,,,,C152995,,"{""Q0"":""It had more detail than the others""}",,,,
stimulus,button_pressed,trial_type,trial_index,time_elapsed,internal_node_id,condition,pointvals_firsthalf,subjID,gender,age,dob,dot,language,turkID,animation_sequence,responses,key_press,earnedThis,earnedCumulative,posttest
,0,html-button-response,0,6158,0.0-0.0,static,"3,1,2,6",I029,,,,6/7/19,,C495425,,,,,,
,,animation,1,18169,0.0-1.0,static,"3,1,2,6",I029,,,,6/7/19,,C495425,"[{""stimulus"":""img/screen1a.png"",""time"":3003},{""stimulus"":""img/screen1b.png"",""time"":6007},{""stimulus"":""img/screen1c.png"",""time"":9006}]",[],,,,
<img src='img/screen1d.png'></img>,0,html-button-response,2,20484,0.0-2.0,static,"3,1,2,6",I029,,,,6/7/19,,C495425,,,,,,
,,animation,3,41290,0.0-3.0,static,"3,1,2,6",I029,,,,6/7/19,,C495425,"[{""stimulus"":""img/screen2.jpg"",""time"":800},{""stimulus"":""img/screen2.jpg"",""time"":1602},{""stimulus"":""img/screen2.jpg"",""time"":2401},{""stimulus"":""img/screen2.jpg"",""time"":3210},{""stimulus"":""img/screen2.jpg"",""time"":4001},{""stimulus"":""img/screen3a.jpg"",""time"":4812},{""stimulus"":""img/screen3b.jpg"",""time"":5605},{""stimulus"":""img/screen3c.jpg"",""time"":6412},{""stimulus"":""img/screen3d.jpg"",""time"":7205},{""stimulus"":""img/screen4a.jpg"",""time"":8005},{""stimulus"":""img/screen4a.jpg"",""time"":8806},{""stimulus"":""img/screen4b.jpg"",""time"":9602},{""stimulus"":""img/screen4c.jpg"",""time"":10407},{""stimulus"":""img/screen4d.jpg"",""time"":11208},{""stimulus"":""img/screen4d.jpg"",""time"":12004},{""stimulus"":""img/screen5a.jpg"",""time"":12804},{""stimulus"":""img/screen5b1.jpg"",""time"":13605},{""stimulus"":""img/screen5b2.jpg"",""time"":14400},{""stimulus"":""img/screen5b3.jpg"",""time"":15204},{""stimulus"":""img/screen5b4.jpg"",""time"":16001},{""stimulus"":""img/screen5b5.jpg"",""time"":16801},{""stimulus"":""img/screen5b6.jpg"",""time"":17607},{""stimulus"":""img/screen5c.jpg"",""time"":18408},{""stimulus"":""img/screen5d.jpg"",""time"":19205},{""stimulus"":""img/screen5d.jpg"",""time"":20005}]",[],,,,
<img src='img/screen5e.jpg'></img>,0,html-button-response,4,42517,0.0-4.0,static,"3,1,2,6",I029,,,,6/7/19,,C495425,,,,,,
<p align='center'></p>,0,html-button-response,5,53785,0.0-5.0,static,"3,1,2,6",I029,,,,6/7/19,,C495425,,,,,,
,3,html-button-response,6,59018,0.0-6.0-0.0,static,"3,1,2,6",I029,,,,6/7/19,,C495425,,,,,,
sound/6star.wav,,audio-keyboard-response,7,60524,0.0-6.0-1.0,static,"3,1,2,6",I029,,,,6/7/19,,C495425,,,null,6,6,
,0,html-button-response,8,63383,0.0-6.0-0.1,static,"3,1,2,6",I029,,,,6/7/19,,C495425,,,,,,
sound/3star.wav,,audio-keyboard-response,9,64890,0.0-6.0-1.1,static,"3,1,2,6",I029,,,,6/7/19,,C495425,,,null,3,9,
,1,html-button-response,10,66374,0.0-6.0-0.2,static,"3,1,2,6",I029,,,,6/7/19,,C495425,,,,,,
sound/1star.wav,,audio-keyboard-response,11,67879,0.0-6.0-1.2,static,"3,1,2,6",I029,,,,6/7/19,,C495425,,,null,1,10,
,2,html-button-response,12,69958,0.0-6.0-0.3,static,"3,1,2,6",I029,,,,6/7/19,,C495425,,,,,,
sound/2star.wav,,audio-keyboard-response,13,71465,0.0-6.0-1.3,static,"3,1,2,6",I029,,,,6/7/19,,C495425,,,null,2,12,
,3,html-button-response,14,74100,0.0-6.0-0.4,static,"3,1,2,6",I029,,,,6/7/19,,C495425,,,,,,
sound/6star.wav,,audio-keyboard-response,15,75608,0.0-6.0-1.4,static,"3,1,2,6",I029,,,,6/7/19,,C495425,,,null,6,18,
,1,html-button-response,16,77114,0.0-6.0-0.5,static,"3,1,2,6",I029,,,,6/7/19,,C495425,,,,,,
sound/1star.wav,,audio-keyboard-response,17,78621,0.0-6.0-1.5,static,"3,1,2,6",I029,,,,6/7/19,,C495425,,,null,1,19,
,2,html-button-response,18,80135,0.0-6.0-0.6,static,"3,1,2,6",I029,,,,6/7/19,,C495425,,,,,,
sound/2star.wav,,audio-keyboard-response,19,81640,0.0-6.0-1.6,static,"3,1,2,6",I029,,,,6/7/19,,C495425,,,null,2,21,
,0,html-button-response,20,83888,0.0-6.0-0.7,static,"3,1,2,6",I029,,,,6/7/19,,C495425,,,,,,
sound/3star.wav,,audio-keyboard-response,21,85393,0.0-6.0-1.7,static,"3,1,2,6",I029,,,,6/7/19,,C495425,,,null,3,24,
,3,html-button-response,22,88121,0.0-6.0-0.8,static,"3,1,2,6",I029,,,,6/7/19,,C495425,,,,,,
sound/6star.wav,,audio-keyboard-response,23,89626,0.0-6.0-1.8,static,"3,1,2,6",I029,,,,6/7/19,,C495425,,,null,6,30,
,2,html-button-response,24,91666,0.0-6.0-0.9,static,"3,1,2,6",I029,,,,6/7/19,,C495425,,,,,,
sound/2star.wav,,audio-keyboard-response,25,93173,0.0-6.0-1.9,static,"3,1,2,6",I029,,,,6/7/19,,C495425,,,null,2,32,
,0,html-button-response,26,94457,0.0-6.0-0.10,static,"3,1,2,6",I029,,,,6/7/19,,C495425,,,,,,
sound/3star.wav,,audio-keyboard-response,27,95963,0.0-6.0-1.10,static,"3,1,2,6",I029,,,,6/7/19,,C495425,,,null,3,35,
,1,html-button-response,28,96978,0.0-6.0-0.11,static,"3,1,2,6",I029,,,,6/7/19,,C495425,,,,,,
sound/1star.wav,,audio-keyboard-response,29,98483,0.0-6.0-1.11,static,"3,1,2,6",I029,,,,6/7/19,,C495425,,,null,1,36,
,3,html-button-response,30,99516,0.0-6.0-0.12,static,"3,1,2,6",I029,,,,6/7/19,,C495425,,,,,,
sound/6star.wav,,audio-keyboard-response,31,101025,0.0-6.0-1.12,static,"3,1,2,6",I029,,,,6/7/19,,C495425,,,null,6,42,
,2,html-button-response,32,102594,0.0-6.0-0.13,static,"3,1,2,6",I029,,,,6/7/19,,C495425,,,,,,
sound/2star.wav,,audio-keyboard-response,33,104097,0.0-6.0-1.13,static,"3,1,2,6",I029,,,,6/7/19,,C495425,,,null,2,44,
,1,html-button-response,34,105498,0.0-6.0-0.14,static,"3,1,2,6",I029,,,,6/7/19,,C495425,,,,,,
sound/1star.wav,,audio-keyboard-response,35,107006,0.0-6.0-1.14,static,"3,1,2,6",I029,,,,6/7/19,,C495425,,,null,1,45,
,0,html-button-response,36,108207,0.0-6.0-0.15,static,"3,1,2,6",I029,,,,6/7/19,,C495425,,,,,,
sound/3star.wav,,audio-keyboard-response,37,109712,0.0-6.0-1.15,static,"3,1,2,6",I029,,,,6/7/19,,C495425,,,null,3,48,
,2,html-button-response,38,111031,0.0-6.0-0.16,static,"3,1,2,6",I029,,,,6/7/19,,C495425,,,,,,
sound/2star.wav,,audio-keyboard-response,39,112535,0.0-6.0-1.16,static,"3,1,2,6",I029,,,,6/7/19,,C495425,,,null,2,50,
,1,html-button-response,40,113752,0.0-6.0-0.17,static,"3,1,2,6",I029,,,,6/7/19,,C495425,,,,,,
sound/1star.wav,,audio-keyboard-response,41,115258,0.0-6.0-1.17,static,"3,1,2,6",I029,,,,6/7/19,,C495425,,,null,1,51,
,0,html-button-response,42,116343,0.0-6.0-0.18,static,"3,1,2,6",I029,,,,6/7/19,,C495425,,,,,,
sound/3star.wav,,audio-keyboard-response,43,117849,0.0-6.0-1.18,static,"3,1,2,6",I029,,,,6/7/19,,C495425,,,null,3,54,
,3,html-button-response,44,118834,0.0-6.0-0.19,static,"3,1,2,6",I029,,,,6/7/19,,C495425,,,,,,
sound/6star.wav,,audio-keyboard-response,45,120340,0.0-6.0-1.19,static,"3,1,2,6",I029,,,,6/7/19,,C495425,,,null,6,60,
,1,html-button-response,46,122103,0.0-6.0-0.20,static,"3,1,2,6",I029,,,,6/7/19,,C495425,,,,,,
sound/1star.wav,,audio-keyboard-response,47,123609,0.0-6.0-1.20,static,"3,1,2,6",I029,,,,6/7/19,,C495425,,,null,1,61,
,0,html-button-response,48,124866,0.0-6.0-0.21,static,"3,1,2,6",I029,,,,6/7/19,,C495425,,,,,,
sound/3star.wav,,audio-keyboard-response,49,126376,0.0-6.0-1.21,static,"3,1,2,6",I029,,,,6/7/19,,C495425,,,null,3,64,
,2,html-button-response,50,127396,0.0-6.0-0.22,static,"3,1,2,6",I029,,,,6/7/19,,C495425,,,,,,
sound/2star.wav,,audio-keyboard-response,51,128901,0.0-6.0-1.22,static,"3,1,2,6",I029,,,,6/7/19,,C495425,,,null,2,66,
,3,html-button-response,52,129917,0.0-6.0-0.23,static,"3,1,2,6",I029,,,,6/7/19,,C495425,,,,,,
sound/6star.wav,,audio-keyboard-response,53,131421,0.0-6.0-1.23,static,"3,1,2,6",I029,,,,6/7/19,,C495425,,,null,6,72,
,1,html-button-response,54,132885,0.0-6.0-0.24,static,"3,1,2,6",I029,,,,6/7/19,,C495425,,,,,,
sound/1star.wav,,audio-keyboard-response,55,134390,0.0-6.0-1.24,static,"3,1,2,6",I029,,,,6/7/19,,C495425,,,null,1,73,
,0,html-button-response,56,135259,0.0-6.0-0.25,static,"3,1,2,6",I029,,,,6/7/19,,C495425,,,,,,
sound/3star.wav,,audio-keyboard-response,57,136766,0.0-6.0-1.25,static,"3,1,2,6",I029,,,,6/7/19,,C495425,,,null,3,76,
,2,html-button-response,58,139373,0.0-6.0-0.26,static,"3,1,2,6",I029,,,,6/7/19,,C495425,,,,,,
sound/2star.wav,,audio-keyboard-response,59,140884,0.0-6.0-1.26,static,"3,1,2,6",I029,,,,6/7/19,,C495425,,,null,2,78,
,3,html-button-response,60,141925,0.0-6.0-0.27,static,"3,1,2,6",I029,,,,6/7/19,,C495425,,,,,,
sound/6star.wav,,audio-keyboard-response,61,143430,0.0-6.0-1.27,static,"3,1,2,6",I029,,,,6/7/19,,C495425,,,null,6,84,
,3,html-button-response,62,150768,0.0-6.0-0.28,static,"3,1,2,6",I029,,,,6/7/19,,C495425,,,,,,
sound/6star.wav,,audio-keyboard-response,63,152272,0.0-6.0-1.28,static,"3,1,2,6",I029,,,,6/7/19,,C495425,,,null,6,90,
,1,html-button-response,64,153855,0.0-6.0-0.29,static,"3,1,2,6",I029,,,,6/7/19,,C495425,,,,,,
sound/1star.wav,,audio-keyboard-response,65,155361,0.0-6.0-1.29,static,"3,1,2,6",I029,,,,6/7/19,,C495425,,,null,1,91,
,2,html-button-response,66,156147,0.0-6.0-0.30,static,"3,1,2,6",I029,,,,6/7/19,,C495425,,,,,,
sound/2star.wav,,audio-keyboard-response,67,157651,0.0-6.0-1.30,static,"3,1,2,6",I029,,,,6/7/19,,C495425,,,null,2,93,
,0,html-button-response,68,158680,0.0-6.0-0.31,static,"3,1,2,6",I029,,,,6/7/19,,C495425,,,,,,
sound/3star.wav,,audio-keyboard-response,69,160185,0.0-6.0-1.31,static,"3,1,2,6",I029,,,,6/7/19,,C495425,,,null,3,96,
,3,html-button-response,70,161325,0.0-6.0-0.32,static,"3,1,2,6",I029,,,,6/7/19,,C495425,,,,,,
sound/6star.wav,,audio-keyboard-response,71,162828,0.0-6.0-1.32,static,"3,1,2,6",I029,,,,6/7/19,,C495425,,,null,6,102,
,1,html-button-response,72,164162,0.0-6.0-0.33,static,"3,1,2,6",I029,,,,6/7/19,,C495425,,,,,,
sound/1star.wav,,audio-keyboard-response,73,165667,0.0-6.0-1.33,static,"3,1,2,6",I029,,,,6/7/19,,C495425,,,null,1,103,
,2,html-button-response,74,166758,0.0-6.0-0.34,static,"3,1,2,6",I029,,,,6/7/19,,C495425,,,,,,
sound/2star.wav,,audio-keyboard-response,75,168261,0.0-6.0-1.34,static,"3,1,2,6",I029,,,,6/7/19,,C495425,,,null,2,105,
,3,html-button-response,76,169212,0.0-6.0-0.35,static,"3,1,2,6",I029,,,,6/7/19,,C495425,,,,,,
sound/6star.wav,,audio-keyboard-response,77,170718,0.0-6.0-1.35,static,"3,1,2,6",I029,,,,6/7/19,,C495425,,,null,6,111,
,0,html-button-response,78,172012,0.0-6.0-0.36,static,"3,1,2,6",I029,,,,6/7/19,,C495425,,,,,,
sound/3star.wav,,audio-keyboard-response,79,173516,0.0-6.0-1.36,static,"3,1,2,6",I029,,,,6/7/19,,C495425,,,null,3,114,
,1,html-button-response,80,175003,0.0-6.0-0.37,static,"3,1,2,6",I029,,,,6/7/19,,C495425,,,,,,
sound/1star.wav,,audio-keyboard-response,81,176508,0.0-6.0-1.37,static,"3,1,2,6",I029,,,,6/7/19,,C495425,,,null,1,115,
,3,html-button-response,82,177362,0.0-6.0-0.38,static,"3,1,2,6",I029,,,,6/7/19,,C495425,,,,,,
sound/6star.wav,,audio-keyboard-response,83,178867,0.0-6.0-1.38,static,"3,1,2,6",I029,,,,6/7/19,,C495425,,,null,6,121,
,0,html-button-response,84,180339,0.0-6.0-0.39,static,"3,1,2,6",I029,,,,6/7/19,,C495425,,,,,,
sound/3star.wav,,audio-keyboard-response,85,181844,0.0-6.0-1.39,static,"3,1,2,6",I029,,,,6/7/19,,C495425,,,null,3,124,
,2,html-button-response,86,183044,0.0-7.0-0.0,static,"3,1,2,6",I029,,,,6/7/19,,C495425,,,,,,
sound/2star.wav,,audio-keyboard-response,87,184551,0.0-7.0-1.0,static,"3,1,2,6",I029,,,,6/7/19,,C495425,,,null,2,126,
,2,html-button-response,88,185561,0.0-7.0-0.1,static,"3,1,2,6",I029,,,,6/7/19,,C495425,,,,,,
sound/2star.wav,,audio-keyboard-response,89,187070,0.0-7.0-1.1,static,"3,1,2,6",I029,,,,6/7/19,,C495425,,,null,2,128,
,1,html-button-response,90,188245,0.0-7.0-0.2,static,"3,1,2,6",I029,,,,6/7/19,,C495425,,,,,,
sound/1star.wav,,audio-keyboard-response,91,189748,0.0-7.0-1.2,static,"3,1,2,6",I029,,,,6/7/19,,C495425,,,null,1,129,
,0,html-button-response,92,190892,0.0-7.0-0.3,static,"3,1,2,6",I029,,,,6/7/19,,C495425,,,,,,
sound/3star.wav,,audio-keyboard-response,93,192398,0.0-7.0-1.3,static,"3,1,2,6",I029,,,,6/7/19,,C495425,,,null,3,132,
