rt,stimulus,button_pressed,trial_type,trial_index,time_elapsed,internal_node_id,condition,pointvals_firsthalf,subjID,gender,age,dob,dot,language,turkID,animation_sequence,responses,key_press,earnedThis,earnedCumulative,posttest
1396,<img src='img/screen5e.jpg'></img>,0,html-button-response,4,132904,0.0-4.0,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,,,,
8703,<p align='center'></p>,0,html-button-response,5,141610,0.0-5.0,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,,,,
5362,,3,html-button-response,6,146983,0.0-6.0-0.0,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,,,,
null,sound/2star.wav,,audio-keyboard-response,7,148498,0.0-6.0-1.0,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,null,2,2,
3224,,2,html-button-response,8,151733,0.0-6.0-0.1,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,,,,
null,sound/3star.wav,,audio-keyboard-response,9,153239,0.0-6.0-1.1,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,null,3,5,
2806,,0,html-button-response,10,156052,0.0-6.0-0.2,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,,,,
null,sound/6star.wav,,audio-keyboard-response,11,157559,0.0-6.0-1.2,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,null,6,11,
2033,,1,html-button-response,12,159601,0.0-6.0-0.3,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,,,,
null,sound/1star.wav,,audio-keyboard-response,13,161105,0.0-6.0-1.3,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,null,1,12,
4134,,3,html-button-response,14,165248,0.0-6.0-0.4,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,,,,
null,sound/2star.wav,,audio-keyboard-response,15,166753,0.0-6.0-1.4,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,null,2,14,
1160,,0,html-button-response,16,167923,0.0-6.0-0.5,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,,,,
null,sound/6star.wav,,audio-keyboard-response,17,169428,0.0-6.0-1.5,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,null,6,20,
1438,,0,html-button-response,18,170876,0.0-6.0-0.6,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,,,,
null,sound/6star.wav,,audio-keyboard-response,19,172397,0.0-6.0-1.6,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,null,6,26,
983,,0,html-button-response,20,173390,0.0-6.0-0.7,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,,,,
null,sound/6star.wav,,audio-keyboard-response,21,174907,0.0-6.0-1.7,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,null,6,32,
971,,0,html-button-response,22,175890,0.0-6.0-0.8,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,,,,
null,sound/6star.wav,,audio-keyboard-response,23,177395,0.0-6.0-1.8,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,null,6,38,
1102,,0,html-button-response,24,178507,0.0-6.0-0.9,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,,,,
null,sound/6star.wav,,audio-keyboard-response,25,180013,0.0-6.0-1.9,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,null,6,44,
1251,,0,html-button-response,26,181272,0.0-6.0-0.10,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,,,,
null,sound/6star.wav,,audio-keyboard-response,27,182777,0.0-6.0-1.10,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,null,6,50,
2064,,3,html-button-response,28,184851,0.0-6.0-0.11,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,,,,
null,sound/2star.wav,,audio-keyboard-response,29,186354,0.0-6.0-1.11,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,null,2,52,
1081,,2,html-button-response,30,187444,0.0-6.0-0.12,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,,,,
null,sound/3star.wav,,audio-keyboard-response,31,188949,0.0-6.0-1.12,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,null,3,55,
1073,,0,html-button-response,32,190029,0.0-6.0-0.13,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,,,,
null,sound/6star.wav,,audio-keyboard-response,33,191537,0.0-6.0-1.13,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,null,6,61,
3476,,1,html-button-response,34,195021,0.0-6.0-0.14,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,,,,
null,sound/1star.wav,,audio-keyboard-response,35,196528,0.0-6.0-1.14,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,null,1,62,
915,,0,html-button-response,36,197450,0.0-6.0-0.15,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,,,,
null,sound/6star.wav,,audio-keyboard-response,37,198958,0.0-6.0-1.15,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,null,6,68,
1534,,3,html-button-response,38,200501,0.0-6.0-0.16,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,,,,
null,sound/2star.wav,,audio-keyboard-response,39,202005,0.0-6.0-1.16,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,null,2,70,
1835,,2,html-button-response,40,203848,0.0-6.0-0.17,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,,,,
null,sound/3star.wav,,audio-keyboard-response,41,205354,0.0-6.0-1.17,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,null,3,73,
1401,,0,html-button-response,42,206770,0.0-6.0-0.18,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,,,,
null,sound/6star.wav,,audio-keyboard-response,43,208279,0.0-6.0-1.18,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,null,6,79,
1295,,0,html-button-response,44,209593,0.0-6.0-0.19,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,,,,
null,sound/6star.wav,,audio-keyboard-response,45,211099,0.0-6.0-1.19,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,null,6,85,
1770,,0,html-button-response,46,212875,0.0-6.0-0.20,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,,,,
null,sound/6star.wav,,audio-keyboard-response,47,214383,0.0-6.0-1.20,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,null,6,91,
4015,,0,html-button-response,48,218418,0.0-6.0-0.21,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,,,,
null,sound/6star.wav,,audio-keyboard-response,49,219921,0.0-6.0-1.21,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,null,6,97,
1240,,1,html-button-response,50,221170,0.0-6.0-0.22,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,,,,
null,sound/1star.wav,,audio-keyboard-response,51,222675,0.0-6.0-1.22,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,null,1,98,
752,,3,html-button-response,52,223442,0.0-6.0-0.23,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,,,,
null,sound/2star.wav,,audio-keyboard-response,53,224948,0.0-6.0-1.23,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,null,2,100,
1371,,2,html-button-response,54,226328,0.0-6.0-0.24,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,,,,
null,sound/3star.wav,,audio-keyboard-response,55,227834,0.0-6.0-1.24,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,null,3,103,
987,,0,html-button-response,56,228833,0.0-6.0-0.25,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,,,,
null,sound/6star.wav,,audio-keyboard-response,57,230337,0.0-6.0-1.25,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,null,6,109,
1316,,1,html-button-response,58,231659,0.0-6.0-0.26,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,,,,
null,sound/1star.wav,,audio-keyboard-response,59,233165,0.0-6.0-1.26,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,null,1,110,
1976,,3,html-button-response,60,235149,0.0-6.0-0.27,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,,,,
null,sound/2star.wav,,audio-keyboard-response,61,236655,0.0-6.0-1.27,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,null,2,112,
778,,2,html-button-response,62,237443,0.0-6.0-0.28,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,,,,
null,sound/3star.wav,,audio-keyboard-response,63,238948,0.0-6.0-1.28,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,null,3,115,
1650,,0,html-button-response,64,240605,0.0-6.0-0.29,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,,,,
null,sound/6star.wav,,audio-keyboard-response,65,242211,0.0-6.0-1.29,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,null,6,121,
1624,,1,html-button-response,66,243842,0.0-6.0-0.30,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,,,,
null,sound/1star.wav,,audio-keyboard-response,67,245349,0.0-6.0-1.30,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,null,1,122,
1201,,3,html-button-response,68,246559,0.0-6.0-0.31,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,,,,
null,sound/2star.wav,,audio-keyboard-response,69,248065,0.0-6.0-1.31,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,null,2,124,
905,,2,html-button-response,70,248982,0.0-6.0-0.32,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,,,,
null,sound/3star.wav,,audio-keyboard-response,71,250486,0.0-6.0-1.32,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,null,3,127,
893,,0,html-button-response,72,251383,0.0-6.0-0.33,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,,,,
null,sound/6star.wav,,audio-keyboard-response,73,252887,0.0-6.0-1.33,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,null,6,133,
1101,,0,html-button-response,74,253995,0.0-6.0-0.34,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,,,,
null,sound/6star.wav,,audio-keyboard-response,75,255499,0.0-6.0-1.34,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,null,6,139,
814,,0,html-button-response,76,256319,0.0-6.0-0.35,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,,,,
null,sound/6star.wav,,audio-keyboard-response,77,257824,0.0-6.0-1.35,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,null,6,145,
966,,0,html-button-response,78,258801,0.0-6.0-0.36,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,,,,
null,sound/6star.wav,,audio-keyboard-response,79,260310,0.0-6.0-1.36,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,null,6,151,
930,,0,html-button-response,80,261249,0.0-6.0-0.37,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,,,,
null,sound/6star.wav,,audio-keyboard-response,81,262756,0.0-6.0-1.37,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,null,6,157,
1875,,3,html-button-response,82,264642,0.0-6.0-0.38,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,,,,
null,sound/2star.wav,,audio-keyboard-response,83,266151,0.0-6.0-1.38,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,null,2,159,
3126,,0,html-button-response,84,269285,0.0-6.0-0.39,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,,,,
null,sound/6star.wav,,audio-keyboard-response,85,270792,0.0-6.0-1.39,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,null,6,165,
2895,,0,html-button-response,86,273693,0.0-7.0-0.0,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,,,,
null,sound/6star.wav,,audio-keyboard-response,87,275217,0.0-7.0-1.0,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,null,6,171,
1391,,3,html-button-response,88,276636,0.0-7.0-0.1,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,,,,
null,sound/2star.wav,,audio-keyboard-response,89,278144,0.0-7.0-1.1,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,null,2,173,
914,,0,html-button-response,90,279067,0.0-7.0-0.2,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,,,,
null,sound/6star.wav,,audio-keyboard-response,91,280571,0.0-7.0-1.2,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,null,6,179,
1212,,0,html-button-response,92,281792,0.0-7.0-0.3,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,,,,
null,sound/6star.wav,,audio-keyboard-response,93,283295,0.0-7.0-1.3,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,null,6,185,
1126,,3,html-button-response,94,284428,0.0-7.0-0.4,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,,,,
null,sound/2star.wav,,audio-keyboard-response,95,285934,0.0-7.0-1.4,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,null,2,187,
993,,2,html-button-response,96,286937,0.0-7.0-0.5,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,,,,
null,sound/3star.wav,,audio-keyboard-response,97,288445,0.0-7.0-1.5,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,null,3,190,
838,,2,html-button-response,98,289290,0.0-7.0-0.6,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,,,,
null,sound/3star.wav,,audio-keyboard-response,99,290795,0.0-7.0-1.6,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,null,3,193,
778,,2,html-button-response,100,291583,0.0-7.0-0.7,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,,,,
null,sound/3star.wav,,audio-keyboard-response,101,293087,0.0-7.0-1.7,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,null,3,196,
1208,,1,html-button-response,102,294303,0.0-7.0-0.8,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,,,,
null,sound/1star.wav,,audio-keyboard-response,103,295806,0.0-7.0-1.8,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,null,1,197,
769,,3,html-button-response,104,296585,0.0-7.0-0.9,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,,,,
null,sound/2star.wav,,audio-keyboard-response,105,298088,0.0-7.0-1.9,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,null,2,199,
928,,0,html-button-response,106,299024,0.0-7.0-0.10,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,,,,
null,sound/6star.wav,,audio-keyboard-response,107,300531,0.0-7.0-1.10,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,null,6,205,
972,,0,html-button-response,108,301510,0.0-7.0-0.11,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,,,,
null,sound/6star.wav,,audio-keyboard-response,109,303014,0.0-7.0-1.11,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,null,6,211,
969,,0,html-button-response,110,303992,0.0-7.0-0.12,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,,,,
null,sound/6star.wav,,audio-keyboard-response,111,305495,0.0-7.0-1.12,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,null,6,217,
937,,1,html-button-response,112,306442,0.0-7.0-0.13,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,,,,
null,sound/1star.wav,,audio-keyboard-response,113,307944,0.0-7.0-1.13,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,null,1,218,
1032,,3,html-button-response,114,308984,0.0-7.0-0.14,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,,,,
null,sound/2star.wav,,audio-keyboard-response,115,310487,0.0-7.0-1.14,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,null,2,220,
723,,0,html-button-response,116,311213,0.0-7.0-0.15,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,,,,
null,sound/6star.wav,,audio-keyboard-response,117,312719,0.0-7.0-1.15,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,null,6,226,
1436,,2,html-button-response,118,314164,0.0-7.0-0.16,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,,,,
null,sound/3star.wav,,audio-keyboard-response,119,315667,0.0-7.0-1.16,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,null,3,229,
1136,,2,html-button-response,120,316814,0.0-7.0-0.17,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,,,,
null,sound/3star.wav,,audio-keyboard-response,121,318318,0.0-7.0-1.17,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,null,3,232,
1081,,0,html-button-response,122,319411,0.0-7.0-0.18,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,,,,
null,sound/6star.wav,,audio-keyboard-response,123,320913,0.0-7.0-1.18,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,null,6,238,
1587,,1,html-button-response,124,322507,0.0-7.0-0.19,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,,,,
null,sound/1star.wav,,audio-keyboard-response,125,324011,0.0-7.0-1.19,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,null,1,239,
2420,,3,html-button-response,126,326440,0.0-7.0-0.20,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,,,,
null,sound/2star.wav,,audio-keyboard-response,127,327943,0.0-7.0-1.20,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,null,2,241,
921,,0,html-button-response,128,328873,0.0-7.0-0.21,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,,,,
null,sound/6star.wav,,audio-keyboard-response,129,330378,0.0-7.0-1.21,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,null,6,247,
1697,,0,html-button-response,130,332080,0.0-7.0-0.22,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,,,,
null,sound/6star.wav,,audio-keyboard-response,131,333583,0.0-7.0-1.22,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,null,6,253,
884,,0,html-button-response,132,334475,0.0-7.0-0.23,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,,,,
null,sound/6star.wav,,audio-keyboard-response,133,335981,0.0-7.0-1.23,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,null,6,259,
1601,,0,html-button-response,134,337590,0.0-7.0-0.24,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,,,,
null,sound/6star.wav,,audio-keyboard-response,135,339096,0.0-7.0-1.24,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,null,6,265,
1479,,0,html-button-response,136,340584,0.0-7.0-0.25,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,,,,
null,sound/6star.wav,,audio-keyboard-response,137,342092,0.0-7.0-1.25,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,null,6,271,
860,,3,html-button-response,138,342961,0.0-7.0-0.26,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,,,,
null,sound/2star.wav,,audio-keyboard-response,139,344465,0.0-7.0-1.26,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,null,2,273,
874,,2,html-button-response,140,345348,0.0-7.0-0.27,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,,,,
null,sound/3star.wav,,audio-keyboard-response,141,346853,0.0-7.0-1.27,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,null,3,276,
774,,1,html-button-response,142,347634,0.0-7.0-0.28,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,,,,
null,sound/1star.wav,,audio-keyboard-response,143,349136,0.0-7.0-1.28,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,null,1,277,
848,,0,html-button-response,144,349994,0.0-7.0-0.29,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,,,,
null,sound/6star.wav,,audio-keyboard-response,145,351497,0.0-7.0-1.29,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,null,6,283,
922,,3,html-button-response,146,352427,0.0-7.0-0.30,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,,,,
null,sound/2star.wav,,audio-keyboard-response,147,353930,0.0-7.0-1.30,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,null,2,285,
916,,1,html-button-response,148,354855,0.0-7.0-0.31,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,,,,
null,sound/1star.wav,,audio-keyboard-response,149,356360,0.0-7.0-1.31,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,null,1,286,
827,,0,html-button-response,150,357198,0.0-7.0-0.32,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,,,,
null,sound/6star.wav,,audio-keyboard-response,151,358706,0.0-7.0-1.32,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,null,6,292,
1167,,3,html-button-response,152,359883,0.0-7.0-0.33,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,,,,
null,sound/2star.wav,,audio-keyboard-response,153,361387,0.0-7.0-1.33,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,null,2,294,
968,,1,html-button-response,154,362364,0.0-7.0-0.34,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,,,,
null,sound/1star.wav,,audio-keyboard-response,155,363871,0.0-7.0-1.34,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,null,1,295,
1026,,0,html-button-response,156,364905,0.0-7.0-0.35,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,,,,
null,sound/6star.wav,,audio-keyboard-response,157,366410,0.0-7.0-1.35,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,null,6,301,
1184,,0,html-button-response,158,367604,0.0-7.0-0.36,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,,,,
null,sound/6star.wav,,audio-keyboard-response,159,369110,0.0-7.0-1.36,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,null,6,307,
887,,0,html-button-response,160,370005,0.0-7.0-0.37,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,,,,
null,sound/6star.wav,,audio-keyboard-response,161,371510,0.0-7.0-1.37,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,null,6,313,
1109,,0,html-button-response,162,372624,0.0-7.0-0.38,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,,,,
null,sound/6star.wav,,audio-keyboard-response,163,374126,0.0-7.0-1.38,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,null,6,319,
2125,,1,html-button-response,164,376262,0.0-7.0-0.39,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,,,,
null,sound/1star.wav,,audio-keyboard-response,165,377770,0.0-7.0-1.39,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,null,1,320,
13595,sound/celebration.wav,0,audio-button-response,166,391374,0.0-8.0,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,,,,
15943,"Which, if any, of these monsters ever gave you <b>1 star</b>?</p>",1,html-button-response,167,407325,0.0-9.0-0.0,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,,,,correct
7242,"Which, if any, of these monsters ever gave you <b>2 stars</b>?</p>",3,html-button-response,168,415378,0.0-10.0-0.0,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,,,,correct
4089,"Which, if any, of these monsters ever gave you <b>3 stars</b>?</p>",2,html-button-response,169,420278,0.0-11.0-0.0,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,,,,correct
3664,"Which, if any, of these monsters ever gave you <b>6 stars</b>?</p>",0,html-button-response,170,424954,0.0-12.0-0.0,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,,,,correct
3285,"Which, if any, of these monsters ever gave you <b>8 stars</b>?</p>",4,html-button-response,171,429052,0.0-13.0-0.0,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,,,,correct
4505,Which monster did you like the most?</p>,0,html-button-response,172,434366,0.0-14.0-0.0,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,,,,,
20429,,,survey-text,173,455615,0.0-15.0,static,"6,1,3,2",I008,,,,"April 6, 2019",,C976125,,"\{""Q0"":""Gave more stars""\}",,,,
rt,stimulus,button_pressed,trial_type,trial_index,time_elapsed,internal_node_id,condition,pointvals_firsthalf,subjID,gender,age,dob,dot,language,turkID,animation_sequence,responses,key_press,earnedThis,earnedCumulative,posttest
46427,,0,html-button-response,0,46432,0.0-0.0,static,"6,2,3,1",I020,,,,4/13/2019,,C969983,,,,,,
,,,animation,1,58442,0.0-1.0,static,"6,2,3,1",I020,,,,4/13/2019,,C969983,"[\{""stimulus"":""img/screen1a.png"",""time"":3007\},\{""stimulus"":""img/screen1b.png"",""time"":6007\},\{""stimulus"":""img/screen1c.png"",""time"":9010\}]",[],,,,
2610,<img src='img/screen1d.png'></img>,0,html-button-response,2,61060,0.0-2.0,static,"6,2,3,1",I020,,,,4/13/2019,,C969983,,,,,,
,,,animation,3,81869,0.0-3.0,static,"6,2,3,1",I020,,,,4/13/2019,,C969983,"[\{""stimulus"":""img/screen2.jpg"",""time"":801\},\{""stimulus"":""img/screen2.jpg"",""time"":1602\},\{""stimulus"":""img/screen2.jpg"",""time"":2405\},\{""stimulus"":""img/screen2.jpg"",""time"":3208\},\{""stimulus"":""img/screen2.jpg"",""time"":4004\},\{""stimulus"":""img/screen3a.jpg"",""time"":4805\},\{""stimulus"":""img/screen3b.jpg"",""time"":5606\},\{""stimulus"":""img/screen3c.jpg"",""time"":6406\},\{""stimulus"":""img/screen3d.jpg"",""time"":7206\},\{""stimulus"":""img/screen4a.jpg"",""time"":8002\},\{""stimulus"":""img/screen4a.jpg"",""time"":8806\},\{""stimulus"":""img/screen4b.jpg"",""time"":9606\},\{""stimulus"":""img/screen4c.jpg"",""time"":10405\},\{""stimulus"":""img/screen4d.jpg"",""time"":11207\},\{""stimulus"":""img/screen4d.jpg"",""time"":12008\},\{""stimulus"":""img/screen5a.jpg"",""time"":12806\},\{""stimulus"":""img/screen5b1.jpg"",""time"":13606\},\{""stimulus"":""img/screen5b2.jpg"",""time"":14406\},\{""stimulus"":""img/screen5b3.jpg"",""time"":15206\},\{""stimulus"":""img/screen5b4.jpg"",""time"":16002\},\{""stimulus"":""img/screen5b5.jpg"",""time"":16806\},\{""stimulus"":""img/screen5b6.jpg"",""time"":17606\},\{""stimulus"":""img/screen5c.jpg"",""time"":18407\},\{""stimulus"":""img/screen5d.jpg"",""time"":19206\},\{""stimulus"":""img/screen5d.jpg"",""time"":20005\}]",[],,,,
1569,<img src='img/screen5e.jpg'></img>,0,html-button-response,4,83443,0.0-4.0,static,"6,2,3,1",I020,,,,4/13/2019,,C969983,,,,,,
13513,<p align='center'></p>,0,html-button-response,5,96961,0.0-5.0,static,"6,2,3,1",I020,,,,4/13/2019,,C969983,,,,,,
4420,,1,html-button-response,6,101391,0.0-6.0-0.0,static,"6,2,3,1",I020,,,,4/13/2019,,C969983,,,,,,
