"subjID","age","dob","gender","language","country","condition","trial_type","trial_index","stimulus","pointvals_firsthalf","button_pressed","earnedThis","earnedCumulative","posttest","responses","rt","time_elapsed"
"C241656","34","4/12/84","female","english","United States of America","static","html-button-response","178","Which, if any, of these monsters ever gave you <b>6 stars</b>?</p>","1,3,2,6","3",,,"correct\",,"929","274521"
"C241656","34","4/12/84","female","english","United States of America","static","html-button-response","179","Which, if any, of these monsters ever gave you <b>8 stars</b>?</p>","1,3,2,6","3",,,"incorrect\",,"2056","277385"
"C241656","34","4/12/84","female","english","United States of America","static","html-button-response","180","Which monster did you like the most?</p>","1,3,2,6","2",,,"\",,"1268","279457"
"C241656","34","4/12/84","female","english","United States of America","static","survey-text","181",,"1,3,2,6",,,,"\","\{""Q0"":""i like the way it looks""\}","7499","287762"
"C252304","36","2/1/83","male","English","United States of America","dynamic","html-button-response","0","<p>Hi! Welcome to the experiment. This study takes the form of a simple decision making task.<br> It is designed to help us learn how children make decisions, so it will look like a kid's game.<br> However, in order to understand how kids make choices, we need to compare what they do to adults<br> doing the same task. That's you! Because of this, we ask you to take the task seriously and do your<br>best, even if the task seems like a strange thing for an adult to do.</p>","2,6,3,1","0",,,,,"7809","7811"
"C252304","36","2/1/83","male","English","United States of America","dynamic","animation","1",,"2,6,3,1",,,,,"[]",,"19812"
"C252304","36","2/1/83","male","English","United States of America","dynamic","html-button-response","2","<img src='img/screen1d.png'></img>","2,6,3,1","0",,,,,"1204","21017"
"C252304","36","2/1/83","male","English","United States of America","dynamic","animation","3",,"2,6,3,1",,,,,"[]",,"41820"
"C252304","36","2/1/83","male","English","United States of America","dynamic","html-button-response","4","<img src='img/screen5e.jpg'></img>","2,6,3,1","0",,,,,"1152","42972"
"C252304","36","2/1/83","male","English","United States of America","dynamic","survey-multi-choice","5",,"2,6,3,1",,,,,"\{""Q0"":"" You click on the monsters"",""Q1"":"" Because the main study will have children participating""\}","8141","51115"
"C252304","36","2/1/83","male","English","United States of America","dynamic","html-button-response","6","Well done!","2,6,3,1","0",,,,,"1011","52129"
"C252304","36","2/1/83","male","English","United States of America","dynamic","html-button-response","7",,"2,6,3,1","3",,,,,"1323","53453"
"C252304","36","2/1/83","male","English","United States of America","dynamic","audio-keyboard-response","8","sound/1star.wav","2,6,3,1",,"1","1",,,"null","54959"
"C252304","36","2/1/83","male","English","United States of America","dynamic","html-button-response","9",,"2,6,3,1","2",,,,,"630","55591"
"C252304","36","2/1/83","male","English","United States of America","dynamic","audio-keyboard-response","10","sound/3star.wav","2,6,3,1",,"3","4",,,"null","57093"
"C252304","36","2/1/83","male","English","United States of America","dynamic","html-button-response","11",,"2,6,3,1","2",,,,,"295","57389"
"C252304","36","2/1/83","male","English","United States of America","dynamic","audio-keyboard-response","12","sound/3star.wav","2,6,3,1",,"3","7",,,"null","58893"
"C252304","36","2/1/83","male","English","United States of America","dynamic","html-button-response","13",,"2,6,3,1","2",,,,,"338","59233"
"C252304","36","2/1/83","male","English","United States of America","dynamic","audio-keyboard-response","14","sound/3star.wav","2,6,3,1",,"3","10",,,"null","60736"
"C252304","36","2/1/83","male","English","United States of America","dynamic","html-button-response","15",,"2,6,3,1","2",,,,,"487","61225"
"C252304","36","2/1/83","male","English","United States of America","dynamic","audio-keyboard-response","16","sound/3star.wav","2,6,3,1",,"3","13",,,"null","62727"
"C252304","36","2/1/83","male","English","United States of America","dynamic","html-button-response","17",,"2,6,3,1","2",,,,,"300","63029"
"C252304","36","2/1/83","male","English","United States of America","dynamic","audio-keyboard-response","18","sound/3star.wav","2,6,3,1",,"3","16",,,"null","64530"
"C252304","36","2/1/83","male","English","United States of America","dynamic","html-button-response","19",,"2,6,3,1","2",,,,,"317","64849"
"C252304","36","2/1/83","male","English","United States of America","dynamic","audio-keyboard-response","20","sound/3star.wav","2,6,3,1",,"3","19",,,"null","66351"
"C252304","36","2/1/83","male","English","United States of America","dynamic","html-button-response","21",,"2,6,3,1","2",,,,,"209","66563"
"C252304","36","2/1/83","male","English","United States of America","dynamic","audio-keyboard-response","22","sound/3star.wav","2,6,3,1",,"3","22",,,"null","68066"
"C252304","36","2/1/83","male","English","United States of America","dynamic","html-button-response","23",,"2,6,3,1","2",,,,,"138","68204"
"C252304","36","2/1/83","male","English","United States of America","dynamic","audio-keyboard-response","24","sound/3star.wav","2,6,3,1",,"3","25",,,"null","69707"
"C252304","36","2/1/83","male","English","United States of America","dynamic","html-button-response","25",,"2,6,3,1","2",,,,,"109","69818"
"C252304","36","2/1/83","male","English","United States of America","dynamic","audio-keyboard-response","26","sound/3star.wav","2,6,3,1",,"3","28",,,"null","71320"
"C252304","36","2/1/83","male","English","United States of America","dynamic","html-button-response","27",,"2,6,3,1","2",,,,,"245","71567"
"C252304","36","2/1/83","male","English","United States of America","dynamic","audio-keyboard-response","28","sound/3star.wav","2,6,3,1",,"3","31",,,"null","73071"
"C252304","36","2/1/83","male","English","United States of America","dynamic","html-button-response","29",,"2,6,3,1","0",,,,,"323","73395"
"C252304","36","2/1/83","male","English","United States of America","dynamic","audio-keyboard-response","30","sound/2star.wav","2,6,3,1",,"2","33",,,"null","74898"
"C252304","36","2/1/83","male","English","United States of America","dynamic","html-button-response","31",,"2,6,3,1","1",,,,,"316","75215"
"C252304","36","2/1/83","male","English","United States of America","dynamic","audio-keyboard-response","32","sound/6star.wav","2,6,3,1",,"6","39",,,"null","76718"
"C252304","36","2/1/83","male","English","United States of America","dynamic","html-button-response","33",,"2,6,3,1","1",,,,,"363","77083"
"C252304","36","2/1/83","male","English","United States of America","dynamic","audio-keyboard-response","34","sound/6star.wav","2,6,3,1",,"6","45",,,"null","78588"
"C252304","36","2/1/83","male","English","United States of America","dynamic","html-button-response","35",,"2,6,3,1","1",,,,,"299","78887"
"C252304","36","2/1/83","male","English","United States of America","dynamic","audio-keyboard-response","36","sound/6star.wav","2,6,3,1",,"6","51",,,"null","80391"
"C252304","36","2/1/83","male","English","United States of America","dynamic","html-button-response","37",,"2,6,3,1","1",,,,,"284","80677"
"C252304","36","2/1/83","male","English","United States of America","dynamic","audio-keyboard-response","38","sound/6star.wav","2,6,3,1",,"6","57",,,"null","82181"
"C252304","36","2/1/83","male","English","United States of America","dynamic","html-button-response","39",,"2,6,3,1","1",,,,,"294","82475"
"C252304","36","2/1/83","male","English","United States of America","dynamic","audio-keyboard-response","40","sound/6star.wav","2,6,3,1",,"6","63",,,"null","83979"
"C252304","36","2/1/83","male","English","United States of America","dynamic","html-button-response","41",,"2,6,3,1","1",,,,,"305","84286"
"C252304","36","2/1/83","male","English","United States of America","dynamic","audio-keyboard-response","42","sound/6star.wav","2,6,3,1",,"6","69",,,"null","85789"
"C252304","36","2/1/83","male","English","United States of America","dynamic","html-button-response","43",,"2,6,3,1","1",,,,,"199","85991"
"C252304","36","2/1/83","male","English","United States of America","dynamic","audio-keyboard-response","44","sound/6star.wav","2,6,3,1",,"6","75",,,"null","87495"
"C252304","36","2/1/83","male","English","United States of America","dynamic","html-button-response","45",,"2,6,3,1","1",,,,,"192","87689"
"C252304","36","2/1/83","male","English","United States of America","dynamic","audio-keyboard-response","46","sound/6star.wav","2,6,3,1",,"6","81",,,"null","89191"
"C252304","36","2/1/83","male","English","United States of America","dynamic","html-button-response","47",,"2,6,3,1","1",,,,,"99","89290"
"C252304","36","2/1/83","male","English","United States of America","dynamic","audio-keyboard-response","48","sound/6star.wav","2,6,3,1",,"6","87",,,"null","90798"
"C252304","36","2/1/83","male","English","United States of America","dynamic","html-button-response","49",,"2,6,3,1","1",,,,,"104","90904"
"C252304","36","2/1/83","male","English","United States of America","dynamic","audio-keyboard-response","50","sound/6star.wav","2,6,3,1",,"6","93",,,"null","92406"
"C252304","36","2/1/83","male","English","United States of America","dynamic","html-button-response","51",,"2,6,3,1","1",,,,,"154","92560"
"C252304","36","2/1/83","male","English","United States of America","dynamic","audio-keyboard-response","52","sound/6star.wav","2,6,3,1",,"6","99",,,"null","94064"
"C252304","36","2/1/83","male","English","United States of America","dynamic","html-button-response","53",,"2,6,3,1","1",,,,,"192","94257"
"C252304","36","2/1/83","male","English","United States of America","dynamic","audio-keyboard-response","54","sound/6star.wav","2,6,3,1",,"6","105",,,"null","95761"
"C252304","36","2/1/83","male","English","United States of America","dynamic","html-button-response","55",,"2,6,3,1","1",,,,,"214","95976"
"C252304","36","2/1/83","male","English","United States of America","dynamic","audio-keyboard-response","56","sound/6star.wav","2,6,3,1",,"6","111",,,"null","97478"
"C252304","36","2/1/83","male","English","United States of America","dynamic","html-button-response","57",,"2,6,3,1","1",,,,,"225","97704"
"C252304","36","2/1/83","male","English","United States of America","dynamic","audio-keyboard-response","58","sound/6star.wav","2,6,3,1",,"6","117",,,"null","99207"
"C252304","36","2/1/83","male","English","United States of America","dynamic","html-button-response","59",,"2,6,3,1","1",,,,,"178","99386"
"C252304","36","2/1/83","male","English","United States of America","dynamic","audio-keyboard-response","60","sound/6star.wav","2,6,3,1",,"6","123",,,"null","100887"
"C252304","36","2/1/83","male","English","United States of America","dynamic","html-button-response","61",,"2,6,3,1","1",,,,,"171","101059"
"C252304","36","2/1/83","male","English","United States of America","dynamic","audio-keyboard-response","62","sound/6star.wav","2,6,3,1",,"6","129",,,"null","102562"
"C252304","36","2/1/83","male","English","United States of America","dynamic","html-button-response","63",,"2,6,3,1","1",,,,,"185","102749"
"C252304","36","2/1/83","male","English","United States of America","dynamic","audio-keyboard-response","64","sound/6star.wav","2,6,3,1",,"6","135",,,"null","104251"
"C252304","36","2/1/83","male","English","United States of America","dynamic","html-button-response","65",,"2,6,3,1","1",,,,,"122","104374"
"C252304","36","2/1/83","male","English","United States of America","dynamic","audio-keyboard-response","66","sound/6star.wav","2,6,3,1",,"6","141",,,"null","105877"
"C252304","36","2/1/83","male","English","United States of America","dynamic","html-button-response","67",,"2,6,3,1","1",,,,,"217","106094"
"C252304","36","2/1/83","male","English","United States of America","dynamic","audio-keyboard-response","68","sound/6star.wav","2,6,3,1",,"6","147",,,"null","107597"
"C252304","36","2/1/83","male","English","United States of America","dynamic","html-button-response","69",,"2,6,3,1","1",,,,,"60","107659"
"C252304","36","2/1/83","male","English","United States of America","dynamic","audio-keyboard-response","70","sound/6star.wav","2,6,3,1",,"6","153",,,"null","109161"
"C252304","36","2/1/83","male","English","United States of America","dynamic","html-button-response","71",,"2,6,3,1","1",,,,,"108","109271"
"C252304","36","2/1/83","male","English","United States of America","dynamic","audio-keyboard-response","72","sound/6star.wav","2,6,3,1",,"6","159",,,"null","110774"
"C252304","36","2/1/83","male","English","United States of America","dynamic","html-button-response","73",,"2,6,3,1","1",,,,,"128","110904"
"C252304","36","2/1/83","male","English","United States of America","dynamic","audio-keyboard-response","74","sound/6star.wav","2,6,3,1",,"6","165",,,"null","112407"
"C252304","36","2/1/83","male","English","United States of America","dynamic","html-button-response","75",,"2,6,3,1","1",,,,,"178","112586"
"C252304","36","2/1/83","male","English","United States of America","dynamic","audio-keyboard-response","76","sound/6star.wav","2,6,3,1",,"6","171",,,"null","114089"
"C252304","36","2/1/83","male","English","United States of America","dynamic","html-button-response","77",,"2,6,3,1","1",,,,,"245","114336"
"C252304","36","2/1/83","male","English","United States of America","dynamic","audio-keyboard-response","78","sound/6star.wav","2,6,3,1",,"6","177",,,"null","115840"
"C252304","36","2/1/83","male","English","United States of America","dynamic","html-button-response","79",,"2,6,3,1","1",,,,,"96","115941"
"C252304","36","2/1/83","male","English","United States of America","dynamic","audio-keyboard-response","80","sound/6star.wav","2,6,3,1",,"6","183",,,"null","117442"
"C252304","36","2/1/83","male","English","United States of America","dynamic","html-button-response","81",,"2,6,3,1","1",,,,,"248","117691"
"C252304","36","2/1/83","male","English","United States of America","dynamic","audio-keyboard-response","82","sound/6star.wav","2,6,3,1",,"6","189",,,"null","119193"
"C252304","36","2/1/83","male","English","United States of America","dynamic","html-button-response","83",,"2,6,3,1","1",,,,,"286","119481"
"C252304","36","2/1/83","male","English","United States of America","dynamic","audio-keyboard-response","84","sound/6star.wav","2,6,3,1",,"6","195",,,"null","120983"
"C252304","36","2/1/83","male","English","United States of America","dynamic","html-button-response","85",,"2,6,3,1","1",,,,,"293","121278"
"C252304","36","2/1/83","male","English","United States of America","dynamic","audio-keyboard-response","86","sound/6star.wav","2,6,3,1",,"6","201",,,"null","122780"
"C252304","36","2/1/83","male","English","United States of America","dynamic","html-button-response","87",,"2,6,3,1","1",,,,,"106","122889"
"C252304","36","2/1/83","male","English","United States of America","dynamic","audio-keyboard-response","88","sound/6star.wav","2,6,3,1",,"6","207",,,"null","124392"
"C252304","36","2/1/83","male","English","United States of America","dynamic","html-button-response","89",,"2,6,3,1","1",,,,,"199","124592"
"C252304","36","2/1/83","male","English","United States of America","dynamic","audio-keyboard-response","90","sound/6star.wav","2,6,3,1",,"6","213",,,"null","126096"
"C252304","36","2/1/83","male","English","United States of America","dynamic","html-button-response","91",,"2,6,3,1","1",,,,,"76","126174"
"C252304","36","2/1/83","male","English","United States of America","dynamic","audio-keyboard-response","92","sound/6star.wav","2,6,3,1",,"6","219",,,"null","127676"
"C252304","36","2/1/83","male","English","United States of America","dynamic","html-button-response","93",,"2,6,3,1","1",,,,,"92","127769"
"C252304","36","2/1/83","male","English","United States of America","dynamic","audio-keyboard-response","94","sound/6star.wav","2,6,3,1",,"6","225",,,"null","129272"
"C252304","36","2/1/83","male","English","United States of America","dynamic","html-button-response","95",,"2,6,3,1","1",,,,,"338","129612"
"C252304","36","2/1/83","male","English","United States of America","dynamic","audio-keyboard-response","96","sound/6star.wav","2,6,3,1",,"6","231",,,"null","131116"
"C252304","36","2/1/83","male","English","United States of America","dynamic","html-button-response","97",,"2,6,3,1","1",,,,,"278","131395"
"C252304","36","2/1/83","male","English","United States of America","dynamic","audio-keyboard-response","98","sound/6star.wav","2,6,3,1",,"6","237",,,"null","132896"
"C252304","36","2/1/83","male","English","United States of America","dynamic","html-button-response","99",,"2,6,3,1","1",,,,,"295","133193"
"C252304","36","2/1/83","male","English","United States of America","dynamic","audio-keyboard-response","100","sound/6star.wav","2,6,3,1",,"6","243",,,"null","134695"
"C252304","36","2/1/83","male","English","United States of America","dynamic","html-button-response","101",,"2,6,3,1","1",,,,,"270","134966"
"C252304","36","2/1/83","male","English","United States of America","dynamic","audio-keyboard-response","102","sound/6star.wav","2,6,3,1",,"6","249",,,"null","136468"
"C252304","36","2/1/83","male","English","United States of America","dynamic","html-button-response","103",,"2,6,3,1","1",,,,,"288","136757"
"C252304","36","2/1/83","male","English","United States of America","dynamic","audio-keyboard-response","104","sound/6star.wav","2,6,3,1",,"6","255",,,"null","138260"
"C252304","36","2/1/83","male","English","United States of America","dynamic","html-button-response","105",,"2,6,3,1","1",,,,,"283","138545"
"C252304","36","2/1/83","male","English","United States of America","dynamic","audio-keyboard-response","106","sound/6star.wav","2,6,3,1",,"6","261",,,"null","140048"
"C252304","36","2/1/83","male","English","United States of America","dynamic","html-button-response","107",,"2,6,3,1","1",,,,,"278","140326"
"C252304","36","2/1/83","male","English","United States of America","dynamic","audio-keyboard-response","108","sound/6star.wav","2,6,3,1",,"6","267",,,"null","141830"
"C252304","36","2/1/83","male","English","United States of America","dynamic","html-button-response","109",,"2,6,3,1","1",,,,,"293","142124"
"C252304","36","2/1/83","male","English","United States of America","dynamic","audio-keyboard-response","110","sound/6star.wav","2,6,3,1",,"6","273",,,"null","143628"
"C252304","36","2/1/83","male","English","United States of America","dynamic","html-button-response","111",,"2,6,3,1","1",,,,,"282","143912"
"C252304","36","2/1/83","male","English","United States of America","dynamic","audio-keyboard-response","112","sound/6star.wav","2,6,3,1",,"6","279",,,"null","145415"
"C252304","36","2/1/83","male","English","United States of America","dynamic","html-button-response","113",,"2,6,3,1","1",,,,,"310","145726"
"C252304","36","2/1/83","male","English","United States of America","dynamic","audio-keyboard-response","114","sound/6star.wav","2,6,3,1",,"6","285",,,"null","147228"
"C252304","36","2/1/83","male","English","United States of America","dynamic","html-button-response","115",,"2,6,3,1","1",,,,,"325","147554"
"C252304","36","2/1/83","male","English","United States of America","dynamic","audio-keyboard-response","116","sound/6star.wav","2,6,3,1",,"6","291",,,"null","149058"
"C252304","36","2/1/83","male","English","United States of America","dynamic","html-button-response","117",,"2,6,3,1","1",,,,,"137","149196"
"C252304","36","2/1/83","male","English","United States of America","dynamic","audio-keyboard-response","118","sound/6star.wav","2,6,3,1",,"6","297",,,"null","150700"
"C252304","36","2/1/83","male","English","United States of America","dynamic","html-button-response","119",,"2,6,3,1","1",,,,,"314","151016"
"C252304","36","2/1/83","male","English","United States of America","dynamic","audio-keyboard-response","120","sound/6star.wav","2,6,3,1",,"6","303",,,"null","152519"
"C252304","36","2/1/83","male","English","United States of America","dynamic","html-button-response","121",,"2,6,3,1","1",,,,,"223","152745"
"C252304","36","2/1/83","male","English","United States of America","dynamic","audio-keyboard-response","122","sound/6star.wav","2,6,3,1",,"6","309",,,"null","154248"
"C252304","36","2/1/83","male","English","United States of America","dynamic","html-button-response","123",,"2,6,3,1","1",,,,,"91","154340"
"C252304","36","2/1/83","male","English","United States of America","dynamic","audio-keyboard-response","124","sound/6star.wav","2,6,3,1",,"6","315",,,"null","155843"
"C252304","36","2/1/83","male","English","United States of America","dynamic","html-button-response","125",,"2,6,3,1","1",,,,,"286","156130"
"C252304","36","2/1/83","male","English","United States of America","dynamic","audio-keyboard-response","126","sound/6star.wav","2,6,3,1",,"6","321",,,"null","157634"
"C252304","36","2/1/83","male","English","United States of America","dynamic","html-button-response","127",,"2,6,3,1","1",,,,,"130","157764"
"C252304","36","2/1/83","male","English","United States of America","dynamic","audio-keyboard-response","128","sound/6star.wav","2,6,3,1",,"6","327",,,"null","159269"
"C252304","36","2/1/83","male","English","United States of America","dynamic","html-button-response","129",,"2,6,3,1","1",,,,,"284","159555"
"C252304","36","2/1/83","male","English","United States of America","dynamic","audio-keyboard-response","130","sound/6star.wav","2,6,3,1",,"6","333",,,"null","161058"
"C252304","36","2/1/83","male","English","United States of America","dynamic","html-button-response","131",,"2,6,3,1","1",,,,,"301","161361"
"C252304","36","2/1/83","male","English","United States of America","dynamic","audio-keyboard-response","132","sound/6star.wav","2,6,3,1",,"6","339",,,"null","162865"
"C252304","36","2/1/83","male","English","United States of America","dynamic","html-button-response","133",,"2,6,3,1","1",,,,,"282","163148"
"C252304","36","2/1/83","male","English","United States of America","dynamic","audio-keyboard-response","134","sound/6star.wav","2,6,3,1",,"6","345",,,"null","164653"
"C252304","36","2/1/83","male","English","United States of America","dynamic","html-button-response","135",,"2,6,3,1","1",,,,,"308","164963"
"C252304","36","2/1/83","male","English","United States of America","dynamic","audio-keyboard-response","136","sound/6star.wav","2,6,3,1",,"6","351",,,"null","166466"
"C252304","36","2/1/83","male","English","United States of America","dynamic","html-button-response","137",,"2,6,3,1","1",,,,,"89","166557"
"C252304","36","2/1/83","male","English","United States of America","dynamic","audio-keyboard-response","138","sound/6star.wav","2,6,3,1",,"6","357",,,"null","168061"
"C252304","36","2/1/83","male","English","United States of America","dynamic","html-button-response","139",,"2,6,3,1","1",,,,,"246","168309"
"C252304","36","2/1/83","male","English","United States of America","dynamic","audio-keyboard-response","140","sound/6star.wav","2,6,3,1",,"6","363",,,"null","169812"
"C252304","36","2/1/83","male","English","United States of America","dynamic","html-button-response","141",,"2,6,3,1","1",,,,,"206","170020"
"C252304","36","2/1/83","male","English","United States of America","dynamic","audio-keyboard-response","142","sound/6star.wav","2,6,3,1",,"6","369",,,"null","171523"
"C252304","36","2/1/83","male","English","United States of America","dynamic","html-button-response","143",,"2,6,3,1","1",,,,,"105","171631"
"C252304","36","2/1/83","male","English","United States of America","dynamic","audio-keyboard-response","144","sound/6star.wav","2,6,3,1",,"6","375",,,"null","173134"
"C252304","36","2/1/83","male","English","United States of America","dynamic","html-button-response","145",,"2,6,3,1","1",,,,,"67","173203"
"C252304","36","2/1/83","male","English","United States of America","dynamic","audio-keyboard-response","146","sound/6star.wav","2,6,3,1",,"6","381",,,"null","174705"
"C252304","36","2/1/83","male","English","United States of America","dynamic","html-button-response","147",,"2,6,3,1","1",,,,,"464","175171"
"C252304","36","2/1/83","male","English","United States of America","dynamic","audio-keyboard-response","148","sound/6star.wav","2,6,3,1",,"6","387",,,"null","176675"
"C252304","36","2/1/83","male","English","United States of America","dynamic","html-button-response","149",,"2,6,3,1","1",,,,,"106","176782"
"C252304","36","2/1/83","male","English","United States of America","dynamic","audio-keyboard-response","150","sound/6star.wav","2,6,3,1",,"6","393",,,"null","178285"
"C252304","36","2/1/83","male","English","United States of America","dynamic","html-button-response","151",,"2,6,3,1","1",,,,,"106","178392"
"C252304","36","2/1/83","male","English","United States of America","dynamic","audio-keyboard-response","152","sound/6star.wav","2,6,3,1",,"6","399",,,"null","179896"
"C252304","36","2/1/83","male","English","United States of America","dynamic","html-button-response","153",,"2,6,3,1","1",,,,,"169","180066"
"C252304","36","2/1/83","male","English","United States of America","dynamic","audio-keyboard-response","154","sound/6star.wav","2,6,3,1",,"6","405",,,"null","181570"
"C252304","36","2/1/83","male","English","United States of America","dynamic","html-button-response","155",,"2,6,3,1","1",,,,,"91","181662"
"C252304","36","2/1/83","male","English","United States of America","dynamic","audio-keyboard-response","156","sound/6star.wav","2,6,3,1",,"6","411",,,"null","183165"
"C252304","36","2/1/83","male","English","United States of America","dynamic","html-button-response","157",,"2,6,3,1","1",,,,,"441","183606"
"C252304","36","2/1/83","male","English","United States of America","dynamic","audio-keyboard-response","158","sound/6star.wav","2,6,3,1",,"6","417",,,"null","185111"
"C252304","36","2/1/83","male","English","United States of America","dynamic","html-button-response","159",,"2,6,3,1","1",,,,,"189","185302"
"C252304","36","2/1/83","male","English","United States of America","dynamic","audio-keyboard-response","160","sound/6star.wav","2,6,3,1",,"6","423",,,"null","186805"
"C252304","36","2/1/83","male","English","United States of America","dynamic","html-button-response","161",,"2,6,3,1","1",,,,,"208","187015"
"C252304","36","2/1/83","male","English","United States of America","dynamic","audio-keyboard-response","162","sound/6star.wav","2,6,3,1",,"6","429",,,"null","188518"
"C252304","36","2/1/83","male","English","United States of America","dynamic","html-button-response","163",,"2,6,3,1","1",,,,,"214","188734"
"C252304","36","2/1/83","male","English","United States of America","dynamic","audio-keyboard-response","164","sound/6star.wav","2,6,3,1",,"6","435",,,"null","190238"
"C252304","36","2/1/83","male","English","United States of America","dynamic","html-button-response","165",,"2,6,3,1","1",,,,,"199","190439"
"C252304","36","2/1/83","male","English","United States of America","dynamic","audio-keyboard-response","166","sound/6star.wav","2,6,3,1",,"6","441",,,"null","191943"
"C252304","36","2/1/83","male","English","United States of America","dynamic","audio-button-response","167","sound/celebration.wav","2,6,3,1","0",,,,,"3046","194992"
"C252304","36","2/1/83","male","English","United States of America","dynamic","html-button-response","168","Which, if any, of these monsters ever gave you <b>1 star</b>?</p>","2,6,3,1","3",,,"correct",,"2469","197462"
"C252304","36","2/1/83","male","English","United States of America","dynamic","html-button-response","169","Which, if any, of these monsters ever gave you <b>2 stars</b>?</p>","2,6,3,1","0",,,"correct",,"1282","199547"
"C252304","36","2/1/83","male","English","United States of America","dynamic","html-button-response","170","Which, if any, of these monsters ever gave you <b>3 stars</b>?</p>","2,6,3,1","2",,,"correct",,"620","200971"
"C252304","36","2/1/83","male","English","United States of America","dynamic","html-button-response","171","Which, if any, of these monsters ever gave you <b>6 stars</b>?</p>","2,6,3,1","1",,,"correct",,"627","202600"
"C252304","36","2/1/83","male","English","United States of America","dynamic","html-button-response","172","Which, if any, of these monsters ever gave you <b>8 stars</b>?</p>","2,6,3,1","4",,,"incorrect",,"1504","204906"
"C252304","36","2/1/83","male","English","United States of America","dynamic","html-button-response","173","Which monster did you like the most?</p>","2,6,3,1","1",,,,,"1311","207020"
"C252304","36","2/1/83","male","English","United States of America","dynamic","survey-text","174",,"2,6,3,1",,,,,"\{""Q0"":""gave the most stars""\}","3956","211778"
"C252338","38","1/5/81","male","english","United States of America","dynamic","html-button-response","0","<p>Hi! Welcome to the experiment. This study takes the form of a simple decision making task.<br> It is designed to help us learn how children make decisions, so it will look like a kid's game.<br> However, in order to understand how kids make choices, we need to compare what they do to adults<br> doing the same task. That's you! Because of this, we ask you to take the task seriously and do your<br>best, even if the task seems like a strange thing for an adult to do.</p>","1,6,3,2","0",,,,,"8632","8635"
"C252338","38","1/5/81","male","english","United States of America","dynamic","animation","1",,"1,6,3,2",,,,,"[]",,"20637"
"C252338","38","1/5/81","male","english","United States of America","dynamic","html-button-response","2","<img src='img/screen1d.png'></img>","1,6,3,2","0",,,,,"1728","22365"
"C252338","38","1/5/81","male","english","United States of America","dynamic","animation","3",,"1,6,3,2",,,,,"[]",,"43166"
"C252338","38","1/5/81","male","english","United States of America","dynamic","html-button-response","4","<img src='img/screen5e.jpg'></img>","1,6,3,2","0",,,,,"1818381","1861547"
"C252338","38","1/5/81","male","english","United States of America","dynamic","survey-multi-choice","5",,"1,6,3,2",,,,,"\{""Q0"":"" You click on the monsters"",""Q1"":"" Because the main study will have children participating""\}","9289","1870839"
"C252338","38","1/5/81","male","english","United States of America","dynamic","html-button-response","6","Well done!","1,6,3,2","0",,,,,"1210","1872050"
"C252338","38","1/5/81","male","english","United States of America","dynamic","html-button-response","7",,"1,6,3,2","0",,,,,"899","1872950"
"C252338","38","1/5/81","male","english","United States of America","dynamic","audio-keyboard-response","8","sound/1star.wav","1,6,3,2",,"1","1",,,"null","1874453"
"C252338","38","1/5/81","male","english","United States of America","dynamic","html-button-response","9",,"1,6,3,2","3",,,,,"1124","1875578"
"C252338","38","1/5/81","male","english","United States of America","dynamic","audio-keyboard-response","10","sound/2star.wav","1,6,3,2",,"2","3",,,"null","1877080"
"C252338","38","1/5/81","male","english","United States of America","dynamic","html-button-response","11",,"1,6,3,2","1",,,,,"477","1877559"
"C252338","38","1/5/81","male","english","United States of America","dynamic","audio-keyboard-response","12","sound/6star.wav","1,6,3,2",,"6","9",,,"null","1879061"
"C252338","38","1/5/81","male","english","United States of America","dynamic","html-button-response","13",,"1,6,3,2","1",,,,,"470","1879532"
"C252338","38","1/5/81","male","english","United States of America","dynamic","audio-keyboard-response","14","sound/6star.wav","1,6,3,2",,"6","15",,,"null","1881036"
"C252338","38","1/5/81","male","english","United States of America","dynamic","html-button-response","15",,"1,6,3,2","1",,,,,"359","1881396"
"C252338","38","1/5/81","male","english","United States of America","dynamic","audio-keyboard-response","16","sound/6star.wav","1,6,3,2",,"6","21",,,"null","1882897"
"C252338","38","1/5/81","male","english","United States of America","dynamic","html-button-response","17",,"1,6,3,2","1",,,,,"350","1883249"
"C252338","38","1/5/81","male","english","United States of America","dynamic","audio-keyboard-response","18","sound/6star.wav","1,6,3,2",,"6","27",,,"null","1884752"
"C252338","38","1/5/81","male","english","United States of America","dynamic","html-button-response","19",,"1,6,3,2","2",,,,,"722","1885474"
"C252338","38","1/5/81","male","english","United States of America","dynamic","audio-keyboard-response","20","sound/3star.wav","1,6,3,2",,"3","30",,,"null","1886976"
"C252338","38","1/5/81","male","english","United States of America","dynamic","html-button-response","21",,"1,6,3,2","1",,,,,"395","1887373"
"C252338","38","1/5/81","male","english","United States of America","dynamic","audio-keyboard-response","22","sound/6star.wav","1,6,3,2",,"6","36",,,"null","1888875"
"C252338","38","1/5/81","male","english","United States of America","dynamic","html-button-response","23",,"1,6,3,2","1",,,,,"424","1889299"
"C252338","38","1/5/81","male","english","United States of America","dynamic","audio-keyboard-response","24","sound/6star.wav","1,6,3,2",,"6","42",,,"null","1890802"
"C252338","38","1/5/81","male","english","United States of America","dynamic","html-button-response","25",,"1,6,3,2","1",,,,,"471","1891275"
"C252338","38","1/5/81","male","english","United States of America","dynamic","audio-keyboard-response","26","sound/6star.wav","1,6,3,2",,"6","48",,,"null","1892778"
